"website";"flightno";"depsched";"depact";"depgate";"arrivalsched";"arrivalact";"arrivalgat"
"airtravelcenter";"UA-76-MCO-EWR";2011-12-01 17:25:00;;;2011-12-01 20:13:00;;
"airtravelcenter";"CO-16-LAX-EWR";2011-12-01 10:25:00;;;2011-12-01 18:44:00;;
"airtravelcenter";"UA-3733-DTW-ORD";2011-12-01 10:28:00;;;2011-12-01 10:47:00;;
"airtravelcenter";"CO-1114-DEN-EWR";2011-12-01 23:59:00;;;2011-12-02 05:31:00;;
"airtravelcenter";"UA-1132-ANC-SEA";2011-12-01 17:10:00;;;2011-12-01 21:30:00;;
"airtravelcenter";"UA-1142-SAT-IAH";2011-12-01 09:30:00;;;2011-12-01 10:30:00;;
"airtravelcenter";"CO-1711-EWR-IAH";2011-12-01 08:40:00;;;2011-12-01 11:53:00;;
"airtravelcenter";"UA-5457-ORD-YWG";2011-12-01 14:55:00;;;2011-12-01 17:08:00;;
"airtravelcenter";"AA-2428-LAX-DFW";;2011-12-01 08:45:00;;;2011-12-01 13:10:00;
"airtravelcenter";"UA-2468-CLT-DFW";;2011-12-01 14:53:00;;;2011-12-01 16:04:00;
"airtravelcenter";"AA-1624-LAX-ORD";;2011-12-01 15:06:00;;;2011-12-01 20:22:00;
"airtravelcenter";"CO-4218-MEM-EWR";2011-12-01 14:55:00;;;2011-12-01 18:36:00;;
"airtravelcenter";"UA-2545-CLT-MSP";;2011-12-01 22:23:00;;;2011-12-01 23:40:00;
"airtravelcenter";"CO-36-MCO-EWR";2011-12-01 15:05:00;;;2011-12-01 17:49:00;;
"airtravelcenter";"AA-2324-DFW-ORD";;2011-12-01 06:59:00;;;2011-12-01 08:50:00;
"airtravelcenter";"AA-3015-SMF-LAX";;2011-12-01 10:07:00;;;2011-12-01 11:08:00;
"airtravelcenter";"CO-1614-IAH-FLL";2011-12-01 07:30:00;;;2011-12-01 10:55:00;;
"airtravelcenter";"AA-484-DFW-MIA";;2011-12-01 16:29:00;;;2011-12-01 19:37:00;
"airtravelcenter";"UA-2463-CLT-DFW";;2011-12-01 22:28:00;;;2011-12-01 23:40:00;
"airtravelcenter";"AA-4288-DTW-ORD";;2011-12-01 21:59:00;;;2011-12-01 21:47:00;
"airtravelcenter";"AA-4310-CLT-ORD";;2011-12-01 11:15:00;;;2011-12-01 11:56:00;
"airtravelcenter";"AA-4353-ORD-CLE";2011-12-01 20:05:00;;;2011-12-01 22:20:00;;
"airtravelcenter";"UA-606-IAD-SAN";;2011-12-01 14:54:00;;;2011-12-01 17:05:00;
"airtravelcenter";"CO-1085-IAH-CLE";2011-12-01 10:10:00;;;2011-12-01 13:50:00;;
"airtravelcenter";"AA-2473-DFW-LAX";;2011-12-01 18:34:00;;;2011-12-01 19:33:00;
"airtravelcenter";"AA-1206-PHX-ORD";;2011-12-01 16:46:00;;;2011-12-01 20:26:00;
"airtravelcenter";"AA-32-LAX-JFK";;2011-12-01 14:05:00;;;2011-12-01 21:42:00;
"airtravelcenter";"AA-3768-EWR-ORD";;2011-12-01 06:20:00;;;2011-12-01 07:24:00;
"airtravelcenter";"UA-5457-YWG-ORD";2011-12-01 17:39:00;;;2011-12-01 19:55:00;;
"airtravelcenter";"CO-59-IAH-DEN";2011-12-01 17:54:00;;;2011-12-01 19:30:00;;
"airtravelcenter";"UA-5193-IAH-IND";2011-12-01 12:50:00;;;2011-12-01 16:04:00;;
"airtravelcenter";"AA-3805-PHX-LAX";;2011-12-01 20:10:00;;;2011-12-01 20:06:00;
"airtravelcenter";"CO-1677-PHL-IAH";2011-12-01 05:42:00;;;2011-12-01 08:25:00;;
"airtravelcenter";"UA-2561-FLL-CLT";;2011-12-01 11:50:00;;;2011-12-01 13:39:00;
"airtravelcenter";"UA-2861-PHX-CLT";;2011-12-01 13:58:00;;;2011-12-01 19:12:00;
"airtravelcenter";"UA-1138-IAH-MTY";2011-12-01 09:15:00;;;2011-12-01 10:55:00;;
"airtravelcenter";"UA-2745-ORD-PHX";;2011-12-01 17:17:00;;;2011-12-01 19:43:00;
"airtravelcenter";"CO-4642-IAH-AMA";2011-12-01 18:20:00;;;2011-12-01 20:03:00;;
"airtravelcenter";"UA-2422-CLT-ATL";;2011-12-01 13:38:00;;;2011-12-01 14:23:00;
"airtravelcenter";"CO-1647-ORD-IAH";2011-12-01 18:15:00;;;2011-12-01 20:55:00;;
"airtravelcenter";"UA-1585-IAH-ORD";2011-12-01 08:50:00;;;2011-12-01 11:24:00;;
"airtravelcenter";"AA-618-SFO-ORD";;2011-12-01 17:55:00;;;2011-12-01 23:52:00;
"airtravelcenter";"UA-6470-LAX-SLC";2011-12-01 20:50:00;;;2011-12-01 23:40:00;;
"airtravelcenter";"CO-1091-IAH-ORD";2011-12-01 19:00:00;;;2011-12-01 21:35:00;;
"airtravelcenter";"UA-386-SEA-DEN";;2011-12-01 07:40:00;;;2011-12-01 10:53:00;
"airtravelcenter";"UA-1076-DEN-IAH";2011-12-01 16:50:00;;;2011-12-01 20:10:00;;
"airtravelcenter";"UA-1504-GUA-IAH";2011-12-01 15:05:00;;;2011-12-01 18:02:00;;
"airtravelcenter";"AA-3735-CLE-ORD";;2011-12-01 16:37:00;;;2011-12-01 16:29:00;
"airtravelcenter";"CO-4626-IAH-JAN";2011-12-01 16:00:00;;;2011-12-01 17:14:00;;
"airtravelcenter";"UA-6139-ORD-FSD";2011-12-01 08:47:00;;;2011-12-01 10:20:00;;
"airtravelcenter";"UA-521-ORD-SAN";;2011-12-01 12:19:00;;;2011-12-01 14:39:00;
"airtravelcenter";"UA-567-IAH-SFO";;2011-12-01 08:00:00;;;2011-12-01 09:50:00;
"airtravelcenter";"UA-1134-ORD-CLE";2011-12-01 07:00:00;;;2011-12-01 09:17:00;;
"airtravelcenter";"AA-3825-SLC-ORD";;2011-12-01 07:26:00;;;2011-12-01 10:50:00;
"airtravelcenter";"AA-2459-RSW-DFW";;2011-12-01 13:59:00;;;2011-12-01 15:26:00;
"airtravelcenter";"UA-3469-BUF-IAD";2011-12-01 14:35:00;;;2011-12-01 15:50:00;;
"airtravelcenter";"UA-1543-EWR-SFO";2011-12-01 13:15:00;;;2011-12-01 16:39:00;;
"airtravelcenter";"UA-4272-EWR-MEM";2011-12-01 16:40:00;;;2011-12-01 18:37:00;;
"airtravelcenter";"AA-436-SAN-DFW";;2011-12-01 10:14:00;;;2011-12-01 14:34:00;
"airtravelcenter";"UA-6465-SLC-LAX";;2011-12-01 06:03:00;;;2011-12-01 06:28:00;
"airtravelcenter";"CO-1690-IAH-EWR";2011-12-01 08:55:00;;;2011-12-01 13:23:00;;
"airtravelcenter";"CO-1237-IAH-FLL";2011-12-01 10:20:00;;;2011-12-01 13:48:00;;
"airtravelcenter";"UA-1546-CZM-IAH";2011-12-01 18:10:00;;;2011-12-01 14:35:00;;
"airtravelcenter";"CO-4461-CVG-EWR";2011-12-01 16:25:00;;;2011-12-01 18:25:00;;
"airtravelcenter";"UA-1742-SFO-EWR";2011-12-01 22:45:00;;;2011-12-02 07:03:00;;
"airtravelcenter";"UA-4218-MEM-EWR";2011-12-01 14:55:00;;;2011-12-01 18:36:00;;
"airtravelcenter";"UA-442-ORD-BDL";;2011-12-01 16:06:00;;;2011-12-01 18:38:00;
"airtravelcenter";"AA-1710-DFW-IAD";;2011-12-01 20:44:00;;;2011-12-02 00:07:00;
"airtravelcenter";"CO-1694-LAX-IAH";2011-12-01 19:15:00;;;2011-12-02 00:21:00;;
"airtravelcenter";"AA-295-MIA-ORD";;2011-12-01 16:32:00;;;2011-12-01 18:17:00;
"airtravelcenter";"CO-4436-IAH-ATL";2011-12-01 16:25:00;;;2011-12-01 19:29:00;;
"airtravelcenter";"AA-1960-MSY-MIA";;2011-12-01 13:13:00;;;2011-12-01 15:33:00;
"airtravelcenter";"UA-972-SFO-ORD";;2011-12-01 10:05:00;;;2011-12-01 15:29:00;
"airtravelcenter";"UA-2704-PHX-SJC";;2011-12-01 15:02:00;;;2011-12-01 15:45:00;
"airtravelcenter";"CO-1036-IAH-DEN";2011-12-01 14:25:00;;;2011-12-01 15:55:00;;
"airtravelcenter";"UA-1235-IAH-DTW";2011-12-01 18:55:00;;;2011-12-01 22:43:00;;
"airtravelcenter";"AA-425-ORD-SEA";;2011-12-01 15:10:00;;;2011-12-01 17:16:00;
"airtravelcenter";"UA-5836-CAE-ORD";2011-12-01 17:48:00;;;2011-12-01 18:57:00;;
"airtravelcenter";"AA-2136-SXM-MIA";;2011-12-01 16:30:00;;;2011-12-01 18:21:00;
"airtravelcenter";"AA-4008-ORD-CLT";;2011-12-01 14:46:00;;;2011-12-01 17:08:00;
"airtravelcenter";"CO-1693-MCO-IAH";2011-12-01 09:00:00;;;2011-12-01 10:37:00;;
"airtravelcenter";"UA-843-ORD-GRU";;2011-12-01 21:52:00;;;2011-12-02 11:07:00;
"airtravelcenter";"AA-1047-MIA-AUA";;2011-12-01 11:35:00;;;2011-12-01 14:52:00;
"airtravelcenter";"UA-630-MSY-DEN";;2011-12-01 15:42:00;;;2011-12-01 16:56:00;
"airtravelcenter";"UA-3038-PHX-ATL";;2011-12-01 10:28:00;;;2011-12-01 15:27:00;
"airtravelcenter";"AA-3802-LAX-PHX";;2011-12-01 13:16:00;;;2011-12-01 15:18:00;
"airtravelcenter";"CO-1561-PHX-IAH";2011-12-01 08:05:00;;;2011-12-01 11:35:00;;
"airtravelcenter";"UA-2710-EWR-PHX";;2011-12-01 17:32:00;;;2011-12-01 20:30:00;
"airtravelcenter";"AA-1734-DFW-MCO";;2011-12-01 08:42:00;;;2011-12-01 11:53:00;
"airtravelcenter";"AA-1613-ORD-TUS";;2011-12-01 20:10:00;;;2011-12-01 23:02:00;
"airtravelcenter";"CO-1653-IAH-DTW";2011-12-01 13:05:00;;;2011-12-01 16:50:00;;
"airtravelcenter";"UA-3506-ORD-MSP";2011-12-01 10:48:00;;;2011-12-01 12:10:00;;
"airtravelcenter";"AA-1212-MIA-EWR";;2011-12-01 10:55:00;;;2011-12-01 13:28:00;
"airtravelcenter";"UA-2726-FLL-PHL";;2011-12-01 16:10:00;;;2011-12-01 18:25:00;
"airtravelcenter";"AA-350-TPA-ORD";;2011-12-01 15:29:00;;;2011-12-01 17:01:00;
"airtravelcenter";"UA-4455-MSP-EWR";2011-12-01 11:25:00;;;2011-12-01 15:11:00;;
"airtravelcenter";"AA-3809-PHX-LAX";;2011-12-01 06:11:00;;;2011-12-01 06:15:00;
"airtravelcenter";"UA-382-ORD-IAD";;2011-12-01 09:31:00;;;2011-12-01 11:37:00;
"airtravelcenter";"AA-117-JFK-LAX";;2011-12-01 14:01:00;;;2011-12-01 17:02:00;
"airtravelcenter";"AA-983-DCA-MIA";;2011-12-01 08:41:00;;;2011-12-01 10:44:00;
"airtravelcenter";"AA-2446-LAX-DFW";;2011-12-01 13:27:00;;;2011-12-01 17:53:00;
"airtravelcenter";"UA-595-IAD-LAX";;2011-12-01 14:49:00;;;2011-12-01 17:14:00;
"airtravelcenter";"UA-864-SFO-PHL";;2011-12-01 09:13:00;;;2011-12-01 17:01:00;
"airtravelcenter";"AA-2312-DFW-DTW";;2011-12-01 20:29:00;;;2011-12-01 23:35:00;
"airtravelcenter";"UA-1974-AVL-CLT";2011-12-01 07:15:00;;;2011-12-01 08:14:00;;
"airtravelcenter";"UA-1099-ORD-SNA";2011-12-01 09:25:00;;;2011-12-01 11:40:00;;
"airtravelcenter";"UA-4288-CLT-IAH";2011-12-01 08:25:00;;;2011-12-01 10:14:00;;
"airtravelcenter";"UA-1648-SEA-IAH";2011-12-01 11:35:00;;;2011-12-01 17:48:00;;
"airtravelcenter";"CO-1476-IAH-PHL";2011-12-01 10:20:00;;;2011-12-01 14:32:00;;
"airtravelcenter";"UA-1217-DFW-EWR";2011-12-01 10:48:00;;;2011-12-01 15:20:00;;
"airtravelcenter";"UA-4352-BDL-CLE";2011-12-01 09:35:00;;;2011-12-01 11:31:00;;
"airtravelcenter";"AA-1374-DFW-FLL";;2011-12-01 17:12:00;;;2011-12-01 20:21:00;
"airtravelcenter";"UA-23-DUB-EWR";2011-12-01 09:00:00;;;2011-12-01 11:40:00;;
"airtravelcenter";"UA-254-DEN-ORD";;2011-12-01 17:52:00;;;2011-12-01 20:32:00;
"airtravelcenter";"AA-4116-ORD-MEM";;2011-12-01 15:10:00;;;2011-12-01 16:26:00;
"airtravelcenter";"UA-1561-PHX-IAH";2011-12-01 08:05:00;;;2011-12-01 11:35:00;;
"airtravelcenter";"UA-4391-LRD-IAH";2011-12-01 07:50:00;;;2011-12-01 08:59:00;;
"airtravelcenter";"UA-606-SAN-SFO";;2011-12-01 20:14:00;;;2011-12-01 21:18:00;
"airtravelcenter";"CO-4858-EWR-ROC";;2011-12-01 21:46:00;;;2011-12-01 22:44:00;
"airtravelcenter";"CO-4858-EWR-ROC";;2011-12-01 21:43:00;;;2011-12-01 22:41:00;
"airtravelcenter";"AA-1834-MIA-IAD";;2011-12-01 11:08:00;;;2011-12-01 13:29:00;
"airtravelcenter";"AA-689-RIC-DFW";;2011-12-01 06:50:00;;;2011-12-01 08:42:00;
"airtravelcenter";"AA-3514-CLE-MIA";;2011-12-01 06:41:00;;;2011-12-01 08:58:00;
"airtravelcenter";"UA-3733-ORD-ATL";2011-12-01 13:10:00;;;2011-12-01 16:02:00;;
"airtravelcenter";"AA-1063-DFW-SNA";;2011-12-01 10:55:00;;;2011-12-01 11:49:00;
"airtravelcenter";"UA-1551-ATL-EWR";2011-12-01 15:20:00;;;2011-12-01 17:50:00;;
"airtravelcenter";"UA-4461-EWR-CVG";2011-12-01 13:55:00;;;2011-12-01 16:00:00;;
"airtravelcenter";"AA-1302-CUN-MIA";;2011-12-01 15:11:00;;;2011-12-01 17:25:00;
"airtravelcenter";"UA-546-DEN-PHX";2011-12-01 08:22:00;;;2011-12-01 10:19:00;;
"airtravelcenter";"CO-4202-IAH-ATL";2011-12-01 11:40:00;;;2011-12-01 14:42:00;;
"airtravelcenter";"UA-1231-FLL-IAH";2011-12-01 08:35:00;;;2011-12-01 10:22:00;;
"airtravelcenter";"UA-6121-ORD-MCI";2011-12-01 20:00:00;;;2011-12-01 21:28:00;;
"airtravelcenter";"UA-1191-SFO-GDL";2011-12-01 23:55:00;;;2011-12-02 05:35:00;;
"airtravelcenter";"CO-1439-IAH-CLE";2011-12-01 14:30:00;;;2011-12-01 18:12:00;;
"airtravelcenter";"CO-1457-SFO-IAH";2011-12-01 06:00:00;;;2011-12-01 11:47:00;;
"airtravelcenter";"AA-118-LAX-JFK";;2011-12-01 07:21:00;;;2011-12-01 14:46:00;
"airtravelcenter";"UA-2825-MSP-PHX";;2011-12-01 18:26:00;;;2011-12-01 20:43:00;
"airtravelcenter";"UA-1262-ORD-EWR";2011-12-01 10:00:00;;;2011-12-01 13:13:00;;
"airtravelcenter";"CO-91-EWR-LAX";2011-12-01 06:30:00;;;2011-12-01 09:45:00;;
"airtravelcenter";"UA-2845-MCO-PHL";;2011-12-01 08:00:00;;;2011-12-01 10:11:00;
"airtravelcenter";"AA-2043-ORD-MSP";;2011-12-01 15:23:00;;;2011-12-01 16:27:00;
"airtravelcenter";"UA-2897-ANC-PHX";;2011-12-01 02:46:00;;;2011-12-01 09:31:00;
"airtravelcenter";"AA-3957-MEM-ORD";;2011-12-01 12:09:00;;;2011-12-01 13:32:00;
"airtravelcenter";"UA-6522-EAU-ORD";2011-12-01 06:00:00;;;2011-12-01 07:19:00;;
"airtravelcenter";"UA-1705-CLE-LAX";2011-12-01 16:45:00;;;2011-12-01 18:55:00;;
"airtravelcenter";"AA-645-DFW-MIA";;2011-12-01 07:15:00;;;2011-12-01 10:17:00;
"airtravelcenter";"UA-46-IAH-FRA";2011-12-01 18:37:00;;;2011-12-02 11:45:00;;
"airtravelcenter";"CO-4348-CLT-IAH";2011-12-01 06:24:00;;;2011-12-01 08:20:00;;
"airtravelcenter";"UA-2563-MCO-CLT";;2011-12-01 17:23:00;;;2011-12-01 18:41:00;
"airtravelcenter";"UA-721-DEN-SFO";;2011-12-01 13:06:00;;;2011-12-01 14:03:00;
"airtravelcenter";"CO-4444-EWR-YOW";2011-12-01 21:35:00;;;2011-12-01 22:57:00;;
"airtravelcenter";"CO-1235-IAH-DTW";2011-12-01 18:55:00;;;2011-12-01 22:43:00;;
"airtravelcenter";"UA-1173-IAH-DEN";2011-12-01 08:45:00;;;2011-12-01 10:18:00;;
"airtravelcenter";"UA-1173-IAH-DEN";;2011-12-01 08:52:00;;;2011-12-01 10:02:00;
"airtravelcenter";"AA-297-MCO-LAX";;2011-12-01 13:08:00;;;2011-12-01 15:22:00;
"airtravelcenter";"UA-1461-DTW-IAH";2011-12-01 14:41:00;;;2011-12-01 16:54:00;;
"airtravelcenter";"AA-4362-DTW-ORD";;2011-12-01 12:30:00;;;2011-12-01 12:25:00;
"airtravelcenter";"AA-827-ORD-SJC";;2011-12-01 20:02:00;;;2011-12-01 22:11:00;
"airtravelcenter";"UA-230-SFO-IAH";;2011-12-01 11:04:00;;;2011-12-01 16:34:00;
"airtravelcenter";"UA-2567-IAH-CLT";;2011-12-01 10:34:00;;;2011-12-01 13:43:00;
"airtravelcenter";"CO-1088-CLE-IAH";2011-12-01 08:40:00;;;2011-12-01 10:54:00;;
"airtravelcenter";"AA-3820-DEN-LAX";;2011-12-01 15:17:00;;;2011-12-01 16:17:00;
"airtravelcenter";"AA-1372-LAX-ORD";;2011-12-01 10:33:00;;;2011-12-01 15:55:00;
"airtravelcenter";"CO-4473-IAH-CLT";2011-12-01 16:50:00;;;2011-12-01 20:14:00;;
"airtravelcenter";"AA-1165-JFK-MIA";;2011-12-01 07:23:00;;;2011-12-01 09:45:00;
"airtravelcenter";"AA-1358-ORD-BOS";;2011-12-01 22:23:00;;;2011-12-02 01:01:00;
"airtravelcenter";"AA-1358-ORD-BOS";;2011-12-01 22:20:00;;;2011-12-02 01:07:00;
"airtravelcenter";"AA-1134-MIA-RDU";;2011-12-01 20:32:00;;;2011-12-01 22:06:00;
"airtravelcenter";"UA-4202-IAH-ATL";2011-12-01 11:40:00;;;2011-12-01 14:42:00;;
"airtravelcenter";"UA-5855-IND-ORD";2011-12-01 11:36:00;;;2011-12-01 11:45:00;;
"airtravelcenter";"CO-46-LAX-IAH";2011-12-01 12:30:00;;;2011-12-01 17:44:00;;
"airtravelcenter";"UA-6427-SFO-ONT";2011-12-01 17:39:00;;;2011-12-01 18:57:00;;
"airtravelcenter";"UA-5836-ORD-SGF";2011-12-01 20:53:00;;;2011-12-01 22:27:00;;
"airtravelcenter";"UA-1094-IAH-MEX";2011-12-01 21:00:00;;;2011-12-01 23:25:00;;
"airtravelcenter";"UA-5915-IND-IAD";2011-12-01 10:07:00;;;2011-12-01 11:40:00;;
"airtravelcenter";"UA-1091-MEX-IAH";2011-12-01 15:15:00;;;2011-12-01 17:31:00;;
"airtravelcenter";"AA-3821-LAX-DEN";;2011-12-01 17:03:00;;;2011-12-01 19:54:00;
"airtravelcenter";"CO-1546-IAH-EWR";2011-12-01 15:50:00;;;2011-12-01 20:26:00;;
"airtravelcenter";"AA-4360-ORD-DTW";;2011-12-01 09:39:00;;;2011-12-01 11:21:00;
"airtravelcenter";"AA-3725-LAX-IAH";;2011-12-01 15:03:00;;;2011-12-01 19:48:00;
"airtravelcenter";"UA-264-DEN-PHL";;2011-12-01 11:20:00;;;2011-12-01 16:16:00;
"airtravelcenter";"UA-2467-CLT-DFW";;2011-12-01 20:43:00;;;2011-12-01 22:03:00;
"airtravelcenter";"UA-793-IAD-ORD";;2011-12-01 12:41:00;;;2011-12-01 13:16:00;
"airtravelcenter";"UA-1744-LAX-IAH";2011-12-01 07:50:00;;;2011-12-01 13:05:00;;
"airtravelcenter";"AA-1578-SEA-DFW";;2011-12-01 13:55:00;;;2011-12-01 19:22:00;
"airtravelcenter";"UA-2486-RDU-CLT";;2011-12-01 11:21:00;;;2011-12-01 11:54:00;
"airtravelcenter";"UA-3515-MSP-IAD";;2011-12-01 12:41:00;;;2011-12-01 15:30:00;
"airtravelcenter";"UA-414-SFO-EWR";;2011-12-01 09:31:00;;;2011-12-01 17:23:00;
"airtravelcenter";"UA-414-SFO-EWR";;2011-12-01 09:04:00;;;2011-12-01 16:48:00;
"airtravelcenter";"AA-1544-ORD-DCA";;2011-12-01 18:35:00;;;2011-12-01 20:49:00;
"airtravelcenter";"AA-415-BOS-ORD";;2011-12-01 08:55:00;;;2011-12-01 10:12:00;
"airtravelcenter";"UA-1144-EWR-FLL";2011-12-01 13:00:00;;;2011-12-01 15:53:00;;
"airtravelcenter";"UA-303-JFK-SFO";;2011-12-01 06:20:00;;;2011-12-01 08:58:00;
"airtravelcenter";"UA-330-SAN-ORD";;2011-12-01 08:15:00;;;2011-12-01 13:30:00;
"airtravelcenter";"UA-225-IAD-SFO";;2011-12-01 21:57:00;;;2011-12-02 00:09:00;
"airtravelcenter";"UA-1467-SAL-IAH";2011-12-01 07:30:00;;;2011-12-01 10:43:00;;
"airtravelcenter";"CO-1588-IAH-RSW";2011-12-01 19:20:00;;;2011-12-01 22:30:00;;
"airtravelcenter";"UA-1547-PIT-IAH";2011-12-01 07:59:00;;;2011-12-01 10:24:00;;
"airtravelcenter";"UA-1083-IAH-MSY";2011-12-01 14:40:00;;;2011-12-01 15:49:00;;
"airtravelcenter";"UA-5192-IAH-MSP";2011-12-01 15:45:00;;;2011-12-01 18:39:00;;
"airtravelcenter";"UA-5229-CLE-DCA";;2011-12-01 15:43:00;;;2011-12-01 16:26:00;
"airtravelcenter";"CO-152-IAH-EWR";2011-12-01 12:00:00;;;2011-12-01 16:31:00;;
"airtravelcenter";"AA-16-SFO-JFK";;2011-12-01 13:05:00;;;2011-12-01 21:03:00;
"airtravelcenter";"UA-423-IAD-DEN";;2011-12-01 19:20:00;;;2011-12-01 20:52:00;
"airtravelcenter";"UA-533-MCO-IAD";;2011-12-01 16:06:00;;;2011-12-01 17:59:00;
"airtravelcenter";"UA-4689-TAM-IAH";2011-12-01 07:20:00;;;2011-12-01 09:02:00;;
"airtravelcenter";"AA-3738-ORD-EWR";;2011-12-01 15:00:00;;;2011-12-01 17:36:00;
"airtravelcenter";"UA-1547-IAH-PVR";2011-12-01 11:25:00;;;2011-12-01 14:09:00;;
"airtravelcenter";"CO-89-IAH-EWR";2011-12-01 06:00:00;;;2011-12-01 10:20:00;;
"airtravelcenter";"UA-1546-IAH-EWR";2011-12-01 15:50:00;;;2011-12-01 20:26:00;;
"airtravelcenter";"UA-780-FSD-DEN";;2011-12-01 14:15:00;;;2011-12-01 14:29:00;
"airtravelcenter";"AA-4111-ORD-CLT";;2011-12-01 21:32:00;;;2011-12-01 23:53:00;
"airtravelcenter";"AA-20-SFO-JFK";;2011-12-01 15:15:00;;;2011-12-01 22:54:00;
"airtravelcenter";"AA-4330-CVG-ORD";2011-12-01 15:35:00;;;2011-12-01 16:00:00;;
"airtravelcenter";"UA-6162-ORD-ROA";2011-12-01 14:08:00;;;2011-12-01 16:43:00;;
"airtravelcenter";"UA-5516-LAX-FAT";2011-12-01 12:48:00;;;2011-12-01 14:05:00;;
"airtravelcenter";"AA-1235-MSP-ORD";;2011-12-01 17:55:00;;;2011-12-01 18:47:00;
"airtravelcenter";"UA-1495-CLT-EWR";2011-12-01 18:20:00;;;2011-12-01 20:29:00;;
"airtravelcenter";"AA-568-ORD-FLL";;2011-12-01 07:39:00;;;2011-12-01 11:00:00;
"airtravelcenter";"AA-1434-DFW-MCO";;2011-12-01 07:22:00;;;2011-12-01 10:34:00;
"airtravelcenter";"UA-62-EWR-MAD";2011-12-01 20:15:00;;;2011-12-02 09:45:00;;
"airtravelcenter";"AA-19-JFK-LAX";;2011-12-01 10:42:00;;;2011-12-01 13:34:00;
"airtravelcenter";"UA-831-IAD-CUN";;2011-12-01 13:07:00;;;2011-12-01 15:02:00;
"airtravelcenter";"AA-847-MCI-DFW";;2011-12-01 17:15:00;;;2011-12-01 18:36:00;
"airtravelcenter";"CO-1403-IAH-ORD";2011-12-01 10:30:00;;;2011-12-01 13:03:00;;
"airtravelcenter";"AA-400-DFW-JFK";;2011-12-01 11:02:00;;;2011-12-01 14:58:00;
"airtravelcenter";"UA-23-EWR-IAH";2011-12-01 13:40:00;;;2011-12-01 16:44:00;;
"airtravelcenter";"AA-1942-MIA-ATL";;2011-12-01 22:56:00;;;2011-12-02 00:31:00;
"airtravelcenter";"AA-643-MIA-ORD";;2011-12-01 07:31:00;;;2011-12-01 09:26:00;
"airtravelcenter";"CO-1545-EWR-IAH";2011-12-01 05:30:00;;;2011-12-01 08:29:00;;
"airtravelcenter";"AA-2863-DFW-CVG";;2011-12-01 12:48:00;;;2011-12-01 15:41:00;
"airtravelcenter";"UA-2531-CLT-MCO";;2011-12-01 11:40:00;;;2011-12-01 12:48:00;
"airtravelcenter";"UA-3042-PHX-BOS";;2011-12-01 10:24:00;;;2011-12-01 16:20:00;
"airtravelcenter";"CO-1406-IAH-LAX";2011-12-01 20:51:00;;;2011-12-01 22:40:00;;
"airtravelcenter";"AA-3720-ORD-ATL";;2011-12-01 21:39:00;;;2011-12-02 00:00:00;
"airtravelcenter";"UA-4352-CLE-BDL";2011-12-01 07:35:00;;;2011-12-01 09:10:00;;
"airtravelcenter";"UA-855-LIM-IAH";2011-12-01 00:05:00;;;2011-12-01 05:40:00;;
"airtravelcenter";"UA-245-PHL-ORD";;2011-12-01 07:05:00;;;2011-12-01 07:53:00;
"airtravelcenter";"AA-3740-ORD-EWR";;2011-12-01 18:02:00;;;2011-12-01 20:22:00;
"airtravelcenter";"UA-1609-IAH-SMF";2011-12-01 18:00:00;;;2011-12-01 20:18:00;;
"airtravelcenter";"CO-4658-IAH-BHM";2011-12-01 18:10:00;;;2011-12-01 19:48:00;;
"airtravelcenter";"AA-1084-DFW-FLL";;2011-12-01 20:13:00;;;2011-12-01 23:24:00;
"airtravelcenter";"UA-1070-SEA-EWR";2011-12-01 07:45:00;;;2011-12-01 15:58:00;;
"airtravelcenter";"UA-843-LAX-ORD";;2011-12-01 14:04:00;;;2011-12-01 19:20:00;
"airtravelcenter";"UA-230-IAH-ORD";;2011-12-01 17:59:00;;;2011-12-01 19:56:00;
"airtravelcenter";"AA-613-JFK-MIA";;2011-12-01 18:00:00;;;2011-12-01 20:22:00;
"airtravelcenter";"UA-3455-DTW-ORD";2011-12-01 15:35:00;;;2011-12-01 15:53:00;;
"airtravelcenter";"UA-2314-PHL-CDG";;2011-12-01 18:54:00;;;2011-12-02 07:13:00;
"airtravelcenter";"UA-5403-SFO-BUR";2011-12-01 18:18:00;;;2011-12-01 19:28:00;;
"airtravelcenter";"UA-1653-IAH-DTW";2011-12-01 13:05:00;;;2011-12-01 16:50:00;;
"airtravelcenter";"AA-5093-ORD-CVG";;2011-12-01 11:37:00;;;2011-12-01 13:26:00;
"airtravelcenter";"AA-1472-SAT-DFW";;2011-12-01 09:40:00;;;2011-12-01 10:15:00;
"airtravelcenter";"AA-1736-SJU-MIA";;2011-12-01 21:00:00;;;2011-12-01 22:28:00;
"airtravelcenter";"UA-1219-EWR-DFW";2011-12-01 12:15:00;;;2011-12-01 15:15:00;;
"airtravelcenter";"UA-616-SFO-ORD";;2011-12-01 07:15:00;;;2011-12-01 13:00:00;
"airtravelcenter";"UA-1216-EWR-ATL";2011-12-01 12:00:00;;;2011-12-01 14:40:00;;
"airtravelcenter";"UA-4279-IAH-IND";2011-12-01 10:35:00;;;2011-12-01 13:50:00;;
"airtravelcenter";"AA-4344-ORD-DTW";;2011-12-01 12:14:00;;;2011-12-01 13:55:00;
"airtravelcenter";"UA-1200-BOS-EWR";2011-12-01 07:30:00;;;2011-12-01 08:50:00;;
