"website";"flightno";"depsched";"depact";"depgate";"arrivalsched";"arrivalact";"arrivalgat"
"aa";"AA-119-EWR-LAX";2011-12-01 18:15:00;2011-12-01 18:51:00;"32";2011-12-01 21:40:00;;"49A"
"aa";"AA-1623-EWR-MIA";2011-12-01 14:29:00;2011-12-01 14:43:00;"34";2011-12-01 17:39:00;2011-12-01 17:10:00;"D48"
"aa";"AA-1223-CLT-DFW";2011-12-01 09:05:00;2011-12-01 10:11:00;"A11";2011-12-01 11:10:00;2011-12-01 11:33:00;"C27"
"aa";"AA-3827-ATL-ORD";2011-12-01 11:30:00;2011-12-01 11:34:00;"T10";2011-12-01 12:45:00;2011-12-01 12:15:00;"G9"
"aa";"AA-932-UIO-MIA";2011-12-01 06:10:00;2011-12-01 06:56:00;;2011-12-01 10:15:00;2011-12-01 10:51:00;"E11"
"aa";"AA-3573-MIA-CLT";2011-12-01 16:25:00;2011-12-01 16:38:00;"D55";2011-12-01 18:35:00;2011-12-01 18:51:00;"A9"
"aa";"AA-3724-IAH-LAX";2011-12-01 20:05:00;2011-12-01 20:41:00;"A29";2011-12-01 21:45:00;;"44J"
"aa";"AA-1998-DFW-DCA";2011-12-01 14:40:00;2011-12-01 14:50:00;"C31";2011-12-01 18:15:00;2011-12-01 18:22:00;"32"
"aa";"AA-3762-IAH-LAX";2011-12-01 08:00:00;2011-12-01 08:10:00;"A30";2011-12-01 09:40:00;2011-12-01 09:26:00;"44I"
"aa";"AA-1733-ORD-PHX";2011-12-01 19:45:00;2011-12-01 19:58:00;"K5";2011-12-01 22:30:00;;"6"
"aa";"AA-1733-ORD-PHX";2011-12-01 19:45:00;2011-12-01 19:58:00;"K5";2011-12-01 22:30:00;;"6"
"aa";"AA-3509-MIA-ATL";2011-12-01 17:00:00;2011-12-01 17:07:00;"D60";2011-12-01 19:05:00;2011-12-01 18:55:00;"T10"
"aa";"AA-692-MIA-EWR";2011-12-01 12:35:00;2011-12-01 12:59:00;"E11";2011-12-01 15:25:00;2011-12-01 15:36:00;"34"
"aa";"AA-1332-DFW-ATL";2011-12-01 20:55:00;;"C4";2011-12-01 23:45:00;;"T9"
"aa";"AA-74-LAX-IAD";2011-12-01 23:00:00;;"46B";2011-12-02 06:40:00;;"B71"
"aa";"AA-1853-JFK-MIA";2011-12-01 16:30:00;2011-12-01 17:26:00;"8";2011-12-01 20:00:00;2011-12-01 19:47:00;"D49"
"aa";"AA-1047-MCO-MIA";2011-12-01 08:45:00;2011-12-01 08:48:00;"15";2011-12-01 09:50:00;2011-12-01 09:31:00;"D48"
"aa";"AA-3715-ORD-PHL";2011-12-01 22:30:00;;"H1A";2011-12-02 01:15:00;;"A7"
"aa";"AA-1217-FLL-DFW";2011-12-01 11:00:00;2011-12-01 11:10:00;"E2";2011-12-01 13:15:00;2011-12-01 13:05:00;"C31"
"aa";"AA-1198-LAX-LAS";2011-12-01 20:20:00;2011-12-01 20:39:00;"48A";2011-12-01 21:25:00;;"D33"
"aa";"AA-2495-BDL-DFW";2011-12-01 18:15:00;2011-12-01 18:20:00;"A26";2011-12-01 21:25:00;2011-12-01 20:57:00;"D31"
"aa";"AA-524-DFW-DTW";2011-12-01 17:25:00;2011-12-01 17:30:00;"C15";2011-12-01 20:55:00;2011-12-01 20:46:00;"D17"
"aa";"AA-474-DFW-ATL";2011-12-01 12:35:00;;"C19";2011-12-01 15:35:00;;"T12"
"aa";"AA-2446-DFW-MIA";2011-12-01 19:10:00;2011-12-01 19:34:00;"D21";2011-12-01 22:45:00;2011-12-01 22:43:00;"D42"
"aa";"AA-3816-DEN-LAX";2011-12-01 06:30:00;2011-12-01 07:49:00;"A49";2011-12-01 08:20:00;2011-12-01 08:49:00;"44J"
"aa";"AA-1066-MEX-DFW";2011-12-01 06:05:00;2011-12-01 06:23:00;"20";2011-12-01 08:50:00;2011-12-01 08:47:00;"D38"
"aa";"AA-1886-BOS-MIA";2011-12-01 10:45:00;2011-12-01 10:55:00;"B34";2011-12-01 14:20:00;2011-12-01 13:40:00;"D45"
"aa";"AA-3824-DEN-LAX";2011-12-01 20:10:00;2011-12-01 20:59:00;"A49";2011-12-01 21:50:00;;"44E"
"aa";"AA-4242-CLE-JFK";2011-12-01 12:20:00;2011-12-01 12:45:00;"A1";2011-12-01 14:00:00;2011-12-01 13:56:00;"31B"
"aa";"AA-3796-IAH-ORD";2011-12-01 11:50:00;2011-12-01 12:02:00;"A29";2011-12-01 14:25:00;2011-12-01 14:11:00;"G13"
"aa";"AA-2039-MIA-ORD";2011-12-01 21:40:00;2011-12-01 21:58:00;"D47";2011-12-01 23:50:00;;"K18"
"aa";"AA-2043-TPA-ORD";2011-12-01 12:30:00;2011-12-01 12:35:00;"F79";2011-12-01 14:25:00;2011-12-01 14:15:00;"H10"
"aa";"AA-2059-DFW-SLC";2011-12-01 22:20:00;2011-12-01 22:31:00;"C20";2011-12-01 23:59:00;;"A3"
